pid,Name,Pos,DraftPick,Age,Salary,Team,Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,BA,PF,PTS,AtRimFG,AtRimFGA,AtRimFGP,LowPostFG,LowPostFGA,LowPostFGP,MidRangeFG,MidRangeFGA,MidRangeFGP,DD,TD,QD,5x5,PER,EWA,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,+/-,On-Off,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Ovr,Pot,Hgt,Str,Spd,Jmp,End,Ins,Dnk,FT,2Pt,3Pt,oIQ,dIQ,Drb,Pss,Reb
153,Rashod Schmidt,SF,,21,1,SIN,2028,60,0,18.535372540211423,1.55,3.35,46.26865671641791,0.06666666666666667,0.3,22.22222222222222,1.4833333333333334,3.05,48.63387978142077,47.2636815920398,0.35,0.65,53.84615384615385,0.48333333333333334,2.1,2.5833333333333335,0.7666666666666667,1,0.6833333333333333,0.15,0.25,1.6666666666666667,3.5166666666666666,0.8166666666666667,1.5166666666666666,53.84615384615385,0.35,0.8833333333333333,39.62264150943396,0.31666666666666665,0.65,48.717948717948715,0,0,0,0,6.401869720411822,-1.8139790197131387,48.35900256692336,0.08955223880597014,0.19402985074626866,2.6561705609174076,11.145216113243512,6.974670351816003,5.710609907083402,1.7689603180788034,0.5556022913596097,21.570319240724764,10.607946817114444,6.040352300203565,-3.809167848739069,85.18937075729956,95.16161654710446,-0.3790201858101929,1.5448900199542748,1.1658698341440819,0.05031977993923972,-4.771032070457497,-0.09125223857175957,-4.862284309029256,-0.803164934996063,28,44,44,35,50,46,20,24,33,30,31,29,29,33,36,33,31
154,Veljko Božović,G,,18,1,CAI,2028,60,60,31.633694542296972,3.3,8.3,39.75903614457831,0.13333333333333333,0.6166666666666667,21.62162162162162,3.1666666666666665,7.683333333333334,41.21475054229935,40.562248995983936,1.35,1.8833333333333333,71.68141592920354,0.6166666666666667,2.5166666666666666,3.1333333333333333,8.75,1.8833333333333333,1.0333333333333334,0.2,0.2,1.8666666666666667,8.083333333333334,1,1.95,51.28205128205128,0.55,1.7333333333333334,31.73076923076923,1.6166666666666667,4,40.416666666666664,7,0,0,0,14.881537248908884,3.1210934285875975,44.27444679763383,0.07429718875502007,0.22690763052208834,1.9670643918375068,7.791479252161914,4.922767452287112,40.504278252640056,1.5798348504580528,0.43672794909414436,17.10255478871534,14.724296280130819,2.9813012484871972,-5.168457094557242,103.26090690086838,97.54515891700085,2.848746401303601,2.037002652141159,4.88574905344476,0.12355810155306629,0.7326651798663226,1.1788049530510225,1.9114701329173451,1.8764198366650864,38,69,31,37,78,72,30,13,29,40,45,34,36,24,65,55,44
155,Jerrod Ainge,SG,,19,1,BEL,2028,60,0,25.032564234368916,3.1,7.85,39.490445859872615,0.16666666666666666,0.55,30.303030303030305,2.933333333333333,7.3,40.182648401826484,40.552016985138,1.0333333333333334,1.3333333333333333,77.5,0.5166666666666667,2.4,2.9166666666666665,1.5,2.033333333333333,0.5166666666666667,0.15,0.36666666666666664,2.066666666666667,7.4,1.5833333333333333,2.95,53.672316384180796,0.9833333333333333,2.933333333333333,33.52272727272727,0.36666666666666664,1.4166666666666667,25.882352941176475,0,0,0,0,5.800787856775033,-2.809154145103413,43.85618332674832,0.07006369426751592,0.16985138004246284,2.0281866625447296,9.770066476344955,5.828770209703712,9.772237696499506,0.9926641559191604,0.4011453052888912,19.42056669850366,17.566188106171577,-16.39496927394263,-6.9010858658251095,78.94674847525843,106.23336366069708,-1.8945118319421144,-0.1176073505133414,-2.012119182455456,-0.06430405334801076,-5.850759443511324,-2.4269330849264037,-8.277692528437727,-2.3872405657128164,28,58,36,31,58,50,22,34,30,31,31,32,32,23,41,44,40
156,Eric Alli,F,,20,1,KEN,2028,60,0,14.826046330095105,2.066666666666667,4.483333333333333,46.09665427509294,0.13333333333333333,0.31666666666666665,42.10526315789473,1.9333333333333333,4.166666666666667,46.400000000000006,47.58364312267658,0.4666666666666667,0.95,49.122807017543856,0.75,2.1166666666666667,2.8666666666666667,0.5666666666666667,1.8666666666666667,0.3333333333333333,0.06666666666666667,0.2,1.45,4.733333333333333,1.1,1.9666666666666666,55.932203389830505,0.7833333333333333,2.1,37.301587301587304,0.05,0.1,50,0,0,0,0,5.864903017100307,-1.818105929026924,48.286180631120786,0.07063197026022305,0.21189591078066913,4.9174374459222125,14.048210750912082,9.455014636574539,6.0256243853879825,1.0704538478670225,0.31260880499776517,27.580772261623327,18.810453973944757,-3.264884232324207,-7.001593257839818,75.0413133367951,95.1877111226896,-1.6608108082416564,1.2326477413756565,-0.4281630668659999,-0.02310329037603936,-5.624251338713129,-0.7182656722308343,-6.342517010943963,-0.9780424095568965,24,47,47,32,34,35,23,47,27,23,19,26,25,37,36,29,48
157,Devin Davis,F,,22,1,KEN,2028,60,60,34.62430887927841,6.5,14.6,44.52054794520548,0.7333333333333333,2.2666666666666666,32.35294117647059,5.766666666666667,12.333333333333334,46.75675675675676,47.03196347031963,3.4,4.55,74.72527472527473,1.7666666666666666,5.633333333333334,7.4,3.0166666666666666,1.45,1.0833333333333333,0.7,0.8,2.8333333333333335,17.133333333333333,3.5,5.883333333333334,59.490084985835686,0.7,2.783333333333333,25.149700598802394,1.5666666666666667,3.6666666666666665,42.72727272727273,12,0,0,0,18.958610240324298,6.580570249809593,51.60020881018351,0.1552511415525114,0.3116438356164384,4.959940138649719,16.00951711374557,10.451075092263343,14.868548493133405,1.4896887846521074,1.4055126051366775,8.03235098604033,21.483670918356772,0.9167315593446369,-2.3646523770824786,107.69878811661783,92.93858060087828,5.081832297722728,3.4979747648253663,8.579807062548094,0.19823776624596476,2.57891740142402,2.1020534877784645,4.680970889202484,3.514078820376286,45,56,57,32,47,45,43,25,46,47,51,38,44,43,55,45,48
158,Casey Stith,G,,18,1,HOU,2028,60,27,25.370929695274842,2.933333333333333,6.733333333333333,43.56435643564357,0.21666666666666667,0.5166666666666667,41.935483870967744,2.716666666666667,6.216666666666667,43.69973190348526,45.17326732673268,1.2,1.7833333333333334,67.28971962616822,0.8,2.5833333333333335,3.3833333333333333,7.516666666666667,2.0833333333333335,1.2333333333333334,0.11666666666666667,0.2,1.5166666666666666,7.283333333333333,0.8333333333333334,1.75,47.61904761904761,0.6166666666666667,1.7166666666666666,35.92233009708738,1.2666666666666666,2.75,46.06060606060606,8,0,0,0,17.398062659515382,4.027881321656039,48.43930123259732,0.07673267326732673,0.26485148514851486,3.285072745721305,10.423919061266014,6.885745096763419,42.36913527000853,2.3200231787127925,0.3219352722081734,21.698375225663106,15.995467562010937,2.445429835415141,-0.13668211776999478,105.05079109846976,99.20864800937626,2.8741361100623504,1.2980986588468504,4.172234768909201,0.13155953901638065,2.030084642436759,1.1497290462046732,3.179813688641432,1.9963713399663658,37,68,36,38,68,60,27,22,26,33,43,31,38,29,56,65,45
159,Alan George,SG,,21,1,PHI,2028,60,60,36.47495720952246,4.6,11.1,41.44144144144144,0.11666666666666667,0.75,15.555555555555555,4.483333333333333,10.35,43.31723027375201,41.966966966966964,2.1166666666666667,3.3,64.14141414141415,0.45,1.5833333333333333,2.033333333333333,0.8166666666666667,1.8166666666666667,0.9833333333333333,0.3333333333333333,0.45,2.433333333333333,11.433333333333334,2.7333333333333334,5.1,53.59477124183007,1.3333333333333333,4,33.33333333333333,0.4166666666666667,1.25,33.33333333333333,0,0,0,0,6.606870880173298,-3.391085804342085,45.54387083067771,0.06756756756756757,0.2972972972972973,1.291001580909775,4.412766933729853,2.8744814864152946,3.252230620639881,1.284173568452459,0.643365572830152,12.643251519510045,16.43426140716993,-3.98311462575286,3.676608243075067,85.97588818010773,102.70926042995258,-0.8895504411634593,0.8508410645780985,-0.03870937658536078,-0.0008490071993889547,-5.038707448693783,-2.124700702247111,-7.163408150940894,-2.8659860882590227,33,53,36,44,69,67,49,34,56,28,22,29,25,32,29,23,22
160,Miles Prosser,GF,,22,1,HOU,2028,60,0,18.509367840076894,2.966666666666667,6.766666666666667,43.84236453201971,0.6833333333333333,2.283333333333333,29.927007299270077,2.283333333333333,4.483333333333333,50.92936802973978,48.891625615763544,0.8333333333333334,1.15,72.46376811594203,0.55,2.1333333333333333,2.683333333333333,1.1666666666666667,1.2,0.26666666666666666,0.08333333333333333,0.18333333333333332,1.9333333333333333,7.45,0.8833333333333333,1.45,60.91954022988506,0.48333333333333334,1.0333333333333334,46.774193548387096,0.9166666666666666,2,45.83333333333333,0,0,0,0,10.826609618181251,0.1443662701617636,51.21917682647356,0.3374384236453202,0.16995073891625614,3.095725818246453,11.799241702212395,7.485582052020949,9.628960520640339,0.6875833985821724,0.31519935620065703,14.163191439137618,19.347742916881348,-3.051151328460997,-9.032102482876125,94.91953839301046,102.09461678166863,0.6766015863054005,0.5222340106929139,1.1988355969983142,0.05181530162915964,-1.5330205304288782,-2.025257785307546,-3.558278315736424,-0.4381546440861886,31,50,46,24,38,38,28,30,34,50,48,47,35,32,50,45,36
162,Larry Lennon,PF,,19,1,NYC,2028,60,0,11.684220132574385,1.9,3.466666666666667,54.807692307692314,0.06666666666666667,0.2,33.33333333333333,1.8333333333333333,3.2666666666666666,56.12244897959183,55.769230769230774,0.5666666666666667,1,56.666666666666664,0.5,1.85,2.35,0.3,0.8833333333333333,0.23333333333333334,0.05,0.23333333333333334,1.2,4.433333333333334,1.3,1.8666666666666667,69.64285714285714,0.43333333333333335,1.0833333333333333,40,0.1,0.31666666666666665,31.57894736842105,0,0,0,0,11.345367156816966,-0.04314660727107877,56.74061433447098,0.057692307692307696,0.28846153846153844,4.478311842950525,15.568440597357263,10.196140943752733,3.716478607294113,0.9642422988795697,0.29913383960679235,18.441196938065417,17.339630310914618,8.953678476824253,-8.286513427134217,95.94153033237205,94.65274699564286,0.4587279144590409,1.021141388781628,1.479869303240669,0.10132430142187739,-2.2791456027320116,-0.362406462845569,-2.6415520655775806,-0.114268834767179,27,55,57,37,33,33,39,48,42,29,27,31,24,29,28,29,38
163,Aundre Gantt,GF,,18,1,BEL,2028,50,0,6.674305517665302,0.68,1.34,50.74626865671642,0,0,0,0.68,1.34,50.74626865671642,50.74626865671642,0.14,0.2,70,0.14,0.58,0.72,0.18,0.36,0.06,0.02,0.06,0.54,1.5,0.42,0.76,55.26315789473685,0.22,0.48,45.83333333333333,0.04,0.1,40,0,0,0,0,5.502593030860007,-0.6637655902119421,52.521008403361336,0,0.14925373134328357,2.061222009857641,8.855508966287948,5.3966206265161745,4.246159462334748,0.4323569094002121,0.20060405476658136,20.13422818791946,11.251168229746648,-15.853086630502949,-3.1346214004997206,88.20299256816905,107.84847011776927,-0.04325924524261022,-0.09756756693636344,-0.14082681217897366,-0.02025585123935202,-5.6702875589688135,-2.6816253490415756,-8.351912908010389,-0.5366858895660843,15,42,37,38,29,40,19,28,40,13,14,17,14,19,24,17,37
164,Ivory Kersey,GF,,19,1,CAI,2028,60,0,25.67025141694324,3.966666666666667,8.833333333333334,44.905660377358494,0.5166666666666667,1.5833333333333333,32.631578947368425,3.45,7.25,47.58620689655172,47.83018867924528,1.65,2.3,71.73913043478261,0.8666666666666667,3.066666666666667,3.933333333333333,2.6,1.75,0.48333333333333334,0.3,0.45,2.2333333333333334,10.1,2.0166666666666666,3.4,59.31372549019608,0.6666666666666666,1.9833333333333334,33.61344537815126,0.7666666666666667,1.8666666666666667,41.07142857142857,0,0,0,0,13.138080060889328,1.6171982906520352,51.29333694474539,0.1792452830188679,0.26037735849056604,3.4067478527156636,11.699857945099849,7.615234278996805,16.008421112901026,0.9106212755475893,0.807275997145634,15.092278502845971,19.106070563075715,4.364701973066689,-0.8472891902568334,98.1635098428072,97.1810794158684,1.5906031354892585,1.7273187260297702,3.3179218615190287,0.1034013047282922,-0.6453492600262618,-0.02385921705524252,-0.6692084770815043,0.5180601993207646,35,64,47,39,59,56,20,17,51,40,37,41,30,25,54,45,46
165,Brendan Bergeron,FC,,18,1,MON,2028,60,0,15.049028797300458,2.1,4.233333333333333,49.60629921259843,0.016666666666666666,0.23333333333333334,7.142857142857142,2.0833333333333335,4,52.083333333333336,49.803149606299215,0.6666666666666666,1.0166666666666666,65.57377049180327,1.2,3.2,4.4,0.75,1.1333333333333333,0.26666666666666666,0.21666666666666667,0.13333333333333333,1.35,4.883333333333334,1.4666666666666666,2.183333333333333,67.17557251908397,0.43333333333333335,1.4,30.952380952380953,0.18333333333333332,0.4166666666666667,44,0,0,0,0,12.458446619240489,0.5061672533112973,52.164933770118225,0.05511811023622047,0.24015748031496062,8.22481472984144,22.512349161459575,15.275436121757307,7.212746916770502,0.8460310098638347,1.0013610588495276,19.493177387914233,16.119547520989393,-2.96110853124402,4.000465512273593,95.29518870645158,102.11907158669614,0.5213759955199245,0.4216753720212337,0.9430513675411583,0.05013221146658053,-2.044600599373032,-1.5510932632797312,-3.5956938626527633,-0.3654272071976543,25,55,60,35,42,37,6,34,35,23,24,25,23,21,47,32,65
166,Desmond Johnson,FC,,21,1,PHI,2028,60,60,34.20929113329336,6.566666666666666,13.883333333333333,47.29891956782713,0.3333333333333333,1,33.33333333333333,6.233333333333333,12.883333333333333,48.38292367399741,48.49939975990396,2.8,3.95,70.88607594936708,3.1666666666666665,8.033333333333333,11.2,3.2,3.4,1.4833333333333334,0.7166666666666667,0.6833333333333333,2.35,16.266666666666666,3.9833333333333334,6.783333333333333,58.72235872235873,1.75,5.033333333333333,34.7682119205298,0.5,1.0666666666666667,46.875,35,0,0,0,19.40357589702393,6.824356056486062,52.065551382724486,0.07202881152460984,0.2845138055222089,9.686509905062424,23.871798456251483,16.88183589403017,15.02432970740992,2.065439307314641,1.4748470829866371,17.874667040515913,23.196656590559645,-2.4367542377795317,8.435437316588054,97.55292170229292,94.86472798227061,2.4160759271483143,2.9320497931883724,5.348125720336687,0.1250683786342887,1.5008668983509423,0.6250225024701539,2.1258894008210962,2.147852669854576,43,61,60,52,46,42,35,43,49,36,31,27,34,47,37,50,67
167,Michael Wilson,GF,,22,1,TOR,2028,60,39,24.924032414178537,3.5833333333333335,8.35,42.91417165668663,0.9333333333333333,2.6666666666666665,35,2.65,5.683333333333334,46.62756598240469,48.50299401197605,1.0166666666666666,1.3666666666666667,74.39024390243902,0.36666666666666664,1.8,2.1666666666666665,0.75,0.8166666666666667,0.6333333333333333,0.5833333333333334,0.3333333333333333,2.45,9.116666666666667,1.3166666666666667,2.466666666666667,53.37837837837838,0.35,1.1,31.818181818181817,0.9833333333333333,2.1166666666666667,46.45669291338583,0,0,0,0,10.741594479167494,0.14379722101151537,50.92351232591048,0.3193612774451098,0.16367265469061876,1.4793128380147775,7.346286643927855,4.39589055882327,4.454206612327042,1.2277910895217776,1.6521797136237177,8.36063336063336,16.56208117381128,0,-4.55715133650327,99.40097272419118,99.8731145541756,1.4203251226106233,1.1435329456660877,2.563858068276711,0.08229352379812213,-2.1184708208722456,-1.023282458588476,-3.1417532794607217,-0.4315495374137653,34,50,42,42,66,67,43,20,45,41,40,51,25,25,30,21,21
168,Svein Backer,FC,,19,1,PHI,2028,60,60,31.705307195059326,7.216666666666667,13.833333333333334,52.16867469879518,0.06666666666666667,0.7,9.523809523809524,7.15,13.133333333333333,54.441624365482234,52.40963855421686,2.15,4.133333333333334,52.016129032258064,2.6,6.8,9.4,1.4666666666666666,3.5166666666666666,1,1.4666666666666666,0.6666666666666666,2.533333333333333,16.65,4.633333333333334,6.95,66.66666666666666,2.25,5.483333333333333,41.03343465045592,0.26666666666666666,0.7,38.095238095238095,26,0,0,0,18.31643646464498,5.501721798804773,53.18809097878865,0.05060240963855422,0.2987951807228916,8.581247615503623,21.802704748253877,15.28768109946166,7.8814288525467004,1.50240074802887,3.256666747198488,18.345911730949815,25.222518644096567,-3.5556817684658615,3.86077341539221,92.75522051155525,95.23895968515642,0.8557043394145414,2.6230797757543223,3.478784115168864,0.08777796332371678,-0.13164232528441477,0.05064788058234804,-0.08099444470206674,0.9258721659686443,39,69,67,54,51,49,23,55,45,16,25,23,31,32,46,41,60
169,Max Askew,FC,,19,1,MON,2028,60,0,22.41437235434565,4.3,8.75,49.142857142857146,0.05,0.48333333333333334,10.344827586206897,4.25,8.266666666666667,51.41129032258065,49.42857142857143,1.4666666666666666,2.466666666666667,59.45945945945946,1.1166666666666667,2.716666666666667,3.8333333333333335,0.7833333333333333,2.85,0.5666666666666667,0.26666666666666666,0.35,2.033333333333333,10.116666666666667,2.65,4.2,63.095238095238095,1.4666666666666666,3.65,40.182648401826484,0.13333333333333333,0.4166666666666667,32,0,0,0,0,10.27814953262258,-0.4131473140936892,51.4302175828645,0.05523809523809524,0.2819047619047619,5.138665178418548,12.831844338808592,8.935100023051445,5.472041143363692,1.2070551324320657,0.8274642124404024,22.466890897624552,23.613566932850578,-7.2423307892072115,-2.871282595890737,83.8253174865446,103.88787370778745,-1.2606831267611533,0.3127696246061465,-0.9479135021550069,-0.03383234603832134,-3.9377931769165113,-3.100873892889028,-7.038667069805539,-1.7186406371907952,30,55,63,48,33,36,27,62,40,23,26,21,32,31,33,30,36
170,Devin Creer,GF,,18,1,LAE,2028,37,0,4.059530841359986,0.6486486486486487,0.972972972972973,66.66666666666666,0.02702702702702703,0.05405405405405406,50,0.6216216216216216,0.918918918918919,67.64705882352942,68.05555555555556,0.13513513513513514,0.21621621621621623,62.5,0.10810810810810811,0.10810810810810811,0.21621621621621623,0.2702702702702703,0.21621621621621623,0.08108108108108109,0,0,0.24324324324324326,1.4594594594594594,0.35135135135135137,0.4594594594594595,76.47058823529412,0.10810810810810811,0.1891891891891892,57.14285714285714,0.16216216216216217,0.2702702702702703,60,0,0,0,0,13.867625726918483,0.20132389194888287,68.31983805668015,0.05555555555555555,0.2222222222222222,2.718276703085727,2.6658220182570567,2.691793840286005,10.477979792851112,0.9659412477917236,0,16.835016835016834,13.37339357075135,5.15168662059095,4.080790850273661,117.10738945504072,103.93699606118093,0.35062928751982836,0.03395415432458717,0.3845834418444155,0.12290066985250675,-0.19112459861782582,-0.5691797635719915,-0.7603043621898173,0.046901194491767356,16,53,44,18,30,38,3,23,23,31,34,28,18,17,36,27,28
171,Matthew Baker,PF,,18,1,NYC,2028,47,0,4.884202269510425,0.3829787234042553,0.9148936170212766,41.86046511627907,0,0.0851063829787234,0,0.3829787234042553,0.8297872340425532,46.15384615384615,41.86046511627907,0.0425531914893617,0.0851063829787234,50,0.1702127659574468,0.9148936170212766,1.0851063829787233,0.1702127659574468,0.2765957446808511,0.0425531914893617,0.0425531914893617,0.06382978723404255,0.6382978723404256,0.8085106382978723,0.2127659574468085,0.3617021276595745,58.82352941176471,0.14893617021276595,0.40425531914893614,36.84210526315789,0.02127659574468085,0.06382978723404255,33.33333333333333,0,0,0,0,3.752028900673584,-0.7079024586225948,42.44861483467382,0.09302325581395349,0.09302325581395349,3.6470569596318523,18.418322481008662,11.262800087974163,4.496378734356125,0.4206758887004128,0.609023103938523,22.506925207756233,10.642403883635897,-19.982104626223425,-38.25433959386733,77.98594846502247,94.50061223276825,-0.19729815032268794,0.33899805455992627,0.14169990423723833,0.029629156990515,-5.202605024556217,0.1685711984218674,-5.034033826134349,-0.1769525508825567,19,57,53,25,21,22,15,34,21,15,21,23,25,26,36,38,50
172,István Németh,GF,,22,1,KEN,2028,60,60,36.283574249393546,4.733333333333333,12.133333333333333,39.010989010989015,0.25,1,25,4.483333333333333,11.133333333333333,40.26946107784431,40.041208791208796,2.066666666666667,3.55,58.21596244131455,0.8666666666666667,3.8333333333333335,4.7,2,2.216666666666667,1.85,0.8166666666666667,0.6333333333333333,1.9833333333333334,11.783333333333333,2.4166666666666665,4.933333333333334,48.986486486486484,1.3666666666666667,3.95,34.59915611814346,0.7,2.25,31.11111111111111,0,0,0,0,9.746409484398514,-0.6529661474976786,43.019520031154165,0.08241758241758242,0.2925824175824176,2.321907768125746,10.395859935352034,6.334293134478302,8.56921675344333,2.4275949275720894,1.5647774742198253,13.930785989609518,18.0708669233463,1.6621370667633422,0.32657576982548336,83.83133100611947,92.77924266864555,-1.552261960796368,3.7115799356246844,2.1593179748283164,0.04760981837095407,-3.8491836486837423,0.9082888402125215,-2.9408948084712208,-0.5186112579904656,46,59,42,44,67,76,56,25,42,27,31,33,33,43,51,45,44
173,Mike Pope,SF,,20,1,PHI,2028,60,0,23.08730627975808,3.85,8.1,47.53086419753087,0.25,0.7,35.714285714285715,3.6,7.4,48.64864864864865,49.074074074074076,1.2,1.8166666666666667,66.05504587155964,0.6833333333333333,3.316666666666667,4,3.1333333333333333,1.45,0.4666666666666667,0.21666666666666667,0.3,1.9666666666666666,9.15,2.3666666666666667,3.933333333333333,60.16949152542372,0.8333333333333334,2.4166666666666665,34.48275862068966,0.4,1.05,38.095238095238095,1,0,0,0,14.9507975772231,2.453896760705789,51.408345194396574,0.08641975308641975,0.2242798353909465,3.0971938863382484,14.603669239607726,8.933722403331773,20.950411323386536,0.9628336792059039,0.6606823440360506,14.010564287554752,18.701120238098046,-7.118091837562258,-4.323115135932404,101.54926257199095,100.38808005228508,1.995980657915633,0.9647158201021461,2.960696478017779,0.10259131809113949,0.33839132401061534,0.7132292372277593,1.0516205612383747,1.0721279738305218,32,58,47,27,45,43,30,27,36,35,33,35,38,33,49,43,46
174,Demetri Drew,F,,22,1,HOU,2028,60,60,30.693668338413097,4.45,9.633333333333333,46.19377162629758,1.05,3.2,32.8125,3.4,6.433333333333334,52.84974093264248,51.64359861591695,1.3833333333333333,1.7333333333333334,79.8076923076923,1.8,5.55,7.35,3.55,1.7,0.8666666666666667,0.5333333333333333,0.4166666666666667,2.8833333333333333,11.333333333333334,2.316666666666667,3.6,64.35185185185185,0.5833333333333334,1.8,32.407407407407405,0.5,1.0333333333333334,48.38709677419355,9,0,0,0,16.595365469411117,4.101308464485109,54.508144158009486,0.33217993079584773,0.17993079584775087,6.109632602477731,18.511054169710395,12.364628686861831,17.265174502933483,1.3475706191420092,1.2164887194425227,14.054232804232806,16.65692214674355,2.7469708759901823,0.6529192623319988,108.49460783449052,97.99889755461034,3.8964527697546147,1.8657195519009167,5.762172321655531,0.15018530227471516,1.5766934403494193,0.16103940206785472,1.737732842417274,1.7428012318766308,42,55,57,23,44,43,28,26,30,51,40,50,41,47,49,52,46
175,Ben Danzy,SG,,20,1,HOU,2028,60,0,22.888710049615785,2.7666666666666666,6.366666666666666,43.455497382198956,0.5833333333333334,1.5166666666666666,38.46153846153847,2.183333333333333,4.85,45.017182130584196,48.03664921465969,1.2166666666666666,1.7166666666666666,70.87378640776699,0.7333333333333333,2.716666666666667,3.45,4.366666666666666,0.9666666666666667,1.0333333333333334,0.016666666666666666,0.25,1.85,7.333333333333333,1.3,2.2666666666666666,57.35294117647059,0.6333333333333333,1.85,34.234234234234236,0.25,0.7333333333333333,34.090909090909086,0,0,0,0,16.629664893676754,3.3504506854370435,51.48366563699336,0.23821989528795812,0.2696335078534031,3.3378859579089575,12.150719660741556,7.782879622925292,27.489487833935915,2.1546034843297086,0.05097832786755334,11.950877771367345,14.936794109679463,0.9730467341500434,-2.9288584031452145,112.6067390033318,99.13977126466136,3.34522177957777,1.1836332501615976,4.5288550297393675,0.1582913154973673,1.294232228682445,1.2893523363202033,2.5835845650026483,1.593739628435897,37,60,35,41,42,48,26,22,40,37,33,42,46,42,59,48,43
176,Al Stanford,F,,19,1,CAI,2028,60,60,32.88822786861896,5.583333333333333,12.8,43.61979166666667,1.4166666666666667,4.266666666666667,33.203125,4.166666666666667,8.533333333333333,48.828125,49.15364583333333,2.316666666666667,3.183333333333333,72.77486910994764,1.3333333333333333,4.483333333333333,5.816666666666666,1.2,2.0166666666666666,1.1833333333333333,0.6,0.6,2.35,14.9,2.966666666666667,4.65,63.799283154121866,0.9,2.9,31.03448275862069,0.3,0.9833333333333333,30.508474576271187,1,0,0,0,14.750269062035997,2.9454257547670877,52.462325712407875,0.3333333333333333,0.24869791666666666,4.090875698169798,13.350720228751783,8.789948733775008,5.909316857160775,1.7401544364180184,1.2602064113868092,12.435254460248295,20.85725890727082,7.034145394350416,7.139089631178811,98.13074552271802,94.61683223552006,2.1034843745429774,2.8836568727085043,4.987141247251482,0.12131127933493974,0.2294768365545794,0.016517637156812093,0.2459944737113915,1.1201836680366477,45,69,56,45,54,50,31,35,46,38,37,47,41,43,45,38,36
177,Wesley Bell,GF,,22,1,BOS,2028,60,60,32.9992154313346,5.3,12.716666666666667,41.67758846657929,0.7833333333333333,2.566666666666667,30.519480519480517,4.516666666666667,10.15,44.499178981937604,44.75753604193971,2.2333333333333334,3.75,59.55555555555555,0.9333333333333333,3.683333333333333,4.616666666666666,1.4166666666666667,1.4,1.25,0.4666666666666667,0.6833333333333333,1.95,13.616666666666667,2.55,4.6,55.434782608695656,1.4,3.7666666666666666,37.16814159292036,0.5666666666666667,1.7833333333333334,31.775700934579437,1,0,0,0,12.518392844596809,1.5905762460636261,47.38979118329467,0.2018348623853211,0.2948885976408912,2.834213962720213,11.852602140717801,7.2127416274511305,6.396871027959152,1.8052355375331108,0.9870295075947408,8.879492600422834,19.88936303062828,-4.717682202370471,-6.219839544124447,94.82406756603298,101.86665959570713,1.1816046629581367,0.9908797556428801,2.172484418601017,0.052667541096461865,-1.2464313715214579,-1.4020238573705153,-2.648455228891973,-0.3239472231490862,46,59,43,43,53,56,42,32,46,34,37,40,46,52,47,39,41
178,Phil Greene,F,,22,1,SIN,2028,60,60,35.00281014895485,5.75,12.55,45.81673306772908,0.48333333333333334,1.5333333333333334,31.521739130434785,5.266666666666667,11.016666666666667,47.806354009077154,47.742363877822044,2.566666666666667,3.8333333333333335,66.95652173913044,2.466666666666667,7.683333333333334,10.15,2.433333333333333,2.466666666666667,1.35,0.4,0.6333333333333333,2.783333333333333,14.55,2.566666666666667,4.433333333333334,57.89473684210527,1.9166666666666667,4.85,39.51890034364261,0.7833333333333333,1.7333333333333334,45.19230769230769,31,0,0,0,16.232970527186197,4.3741772866429764,51.10044486068836,0.12217795484727756,0.3054448871181939,7.178241796902726,21.59321362273903,14.511345669649133,10.800482999438218,1.85062174036727,0.7845690416071123,14.767511474755537,20.2390191491503,11.263660710699304,10.423782346057992,98.98040745496624,91.4760104207424,2.5429255094431196,3.9433264430689596,6.486251952512079,0.14824528487649447,-0.22041107419206485,0.7608733502390419,0.540462276046977,1.346189854755034,52,63,52,62,50,48,33,51,53,35,41,35,50,48,50,51,64
179,Eugene Hanna,F,,18,1,BOS,2028,60,0,13.708575943532715,2.216666666666667,5.066666666666666,43.75,0.2833333333333333,1.0166666666666666,27.86885245901639,1.9333333333333333,4.05,47.73662551440329,46.54605263157895,0.7166666666666667,0.9333333333333333,76.78571428571429,0.18333333333333332,1.2833333333333334,1.4666666666666666,0.45,1.1,0.18333333333333332,0.43333333333333335,0.16666666666666666,1.4333333333333333,5.433333333333334,1.1,1.8333333333333333,60,0.3,0.95,31.57894736842105,0.5333333333333333,1.2666666666666666,42.10526315789473,0,0,0,0,8.501568537786632,-0.8179089537782315,49.598344693281405,0.20065789473684212,0.18421052631578946,1.3401350427788536,9.940847929920913,5.515876712962847,4.8992460031084155,0.6373479133841633,2.2062601719473154,16.724102979931075,19.972945318919663,-4.693198265577469,-2.7203761060299665,86.22521795961148,103.68850752997261,-0.38314248299170667,0.21302312141637642,-0.17011936157533025,-0.009927762724651927,-3.241582809338823,-1.5343549867747202,-4.775937796113543,-0.5760931654050874,29,66,54,45,58,55,16,29,41,47,34,42,17,20,31,28,28
